date,product_category,avg_price,price_min,price_max,total_sellers,avg_sold_per_seller,estimated_total_volume,estimated_market_revenue,seasonal_factor,price_competitiveness,platform,market_trend
2024-05-26,mix bánh,208000.0,90000.0,326000.0,267,48,12707,2648851998,1.0,0.63,ecommerce_simulation,stable
2024-06-02,bánh sinh nhật,520000.0,145000.0,895000.0,248,221,54766,28471193826,1.0,0.92,ecommerce_simulation,stable
2024-06-02,bánh mì sandwich,17000.0,9000.0,26000.0,199,388,77272,1315202747,1.1,0.85,ecommerce_simulation,growing
2024-06-02,bánh quy handmade,72000.0,29000.0,114000.0,151,65,9796,701529335,0.9,0.92,ecommerce_simulation,stable
2024-06-02,bánh tart,106000.0,48000.0,164000.0,183,81,14800,1568203505,1.0,0.8,ecommerce_simulation,stable
2024-06-02,bánh donut,34000.0,15000.0,52000.0,63,215,13534,457508047,1.1,0.61,ecommerce_simulation,growing
2024-06-02,mix bánh,190000.0,75000.0,304000.0,296,52,15521,2943286040,1.0,0.85,ecommerce_simulation,stable
2024-06-09,bánh sinh nhật,528000.0,147000.0,908000.0,127,191,24303,12824178188,1.0,0.85,ecommerce_simulation,stable
2024-06-09,bánh mì sandwich,16000.0,8000.0,24000.0,133,240,31859,499928511,1.1,0.76,ecommerce_simulation,growing
2024-06-09,bánh quy handmade,77000.0,34000.0,120000.0,113,92,10452,802893456,0.9,0.88,ecommerce_simulation,stable
2024-06-09,bánh tart,100000.0,47000.0,154000.0,265,62,16496,1656674838,1.0,0.69,ecommerce_simulation,stable
2024-06-09,bánh donut,35000.0,15000.0,54000.0,249,185,46188,1608592608,1.1,0.61,ecommerce_simulation,growing
2024-06-09,mix bánh,198000.0,78000.0,319000.0,156,44,6819,1352625114,1.0,0.9,ecommerce_simulation,stable
2024-06-16,bánh sinh nhật,525000.0,166000.0,885000.0,167,222,37102,19486632979,1.0,0.94,ecommerce_simulation,stable
2024-06-16,bánh mì sandwich,17000.0,8000.0,26000.0,140,360,50342,868615618,1.1,0.7,ecommerce_simulation,growing
2024-06-16,bánh quy handmade,75000.0,32000.0,118000.0,83,70,5848,436999909,0.9,0.85,ecommerce_simulation,stable
2024-06-16,bánh tart,105000.0,46000.0,164000.0,146,78,11335,1189806403,1.0,0.73,ecommerce_simulation,stable
2024-06-16,bánh donut,34000.0,15000.0,53000.0,205,265,54341,1836378262,1.1,0.72,ecommerce_simulation,growing
2024-06-16,mix bánh,209000.0,85000.0,333000.0,115,44,5103,1066846220,1.0,0.95,ecommerce_simulation,stable
2024-06-23,bánh sinh nhật,485000.0,145000.0,825000.0,239,200,47841,23207982347,1.0,0.83,ecommerce_simulation,stable
2024-06-23,bánh mì sandwich,17000.0,8000.0,26000.0,92,410,37724,642373981,1.1,0.64,ecommerce_simulation,growing
2024-06-23,bánh quy handmade,82000.0,30000.0,134000.0,208,86,17885,1463653034,0.9,0.63,ecommerce_simulation,stable
2024-06-23,bánh tart,98000.0,44000.0,153000.0,111,93,10329,1014085821,1.0,0.91,ecommerce_simulation,stable
2024-06-23,bánh donut,32000.0,17000.0,47000.0,161,212,34063,1090256628,1.1,0.93,ecommerce_simulation,growing
2024-06-23,mix bánh,211000.0,87000.0,334000.0,98,50,4921,1036322983,1.0,0.63,ecommerce_simulation,stable
2024-06-30,bánh sinh nhật,493000.0,148000.0,838000.0,169,151,25526,12583950889,1.0,0.99,ecommerce_simulation,stable
2024-06-30,bánh mì sandwich,18000.0,9000.0,28000.0,60,288,17299,315523026,1.1,0.96,ecommerce_simulation,growing
2024-06-30,bánh quy handmade,81000.0,34000.0,129000.0,66,66,4379,355808302,0.9,0.88,ecommerce_simulation,stable
2024-06-30,bánh tart,110000.0,52000.0,167000.0,117,57,6707,734540492,1.0,0.93,ecommerce_simulation,stable
2024-06-30,bánh donut,33000.0,16000.0,50000.0,64,201,12870,421072999,1.1,0.78,ecommerce_simulation,growing
2024-06-30,mix bánh,203000.0,78000.0,328000.0,203,44,8862,1797856520,1.0,0.77,ecommerce_simulation,stable
2024-07-07,bánh sinh nhật,491000.0,154000.0,828000.0,218,150,32736,16070960816,0.9,0.95,ecommerce_simulation,stable
2024-07-07,bánh mì sandwich,17000.0,9000.0,26000.0,240,392,94021,1644011918,1.2,0.98,ecommerce_simulation,growing
2024-07-07,bánh quy handmade,77000.0,33000.0,120000.0,151,92,13958,1070321030,0.9,0.84,ecommerce_simulation,stable
2024-07-07,bánh tart,105000.0,49000.0,162000.0,112,80,9015,949308137,1.0,0.8,ecommerce_simulation,stable
2024-07-07,bánh donut,35000.0,17000.0,53000.0,285,281,80123,2782732795,1.2,0.84,ecommerce_simulation,growing
2024-07-07,mix bánh,199000.0,86000.0,312000.0,162,44,7112,1415077576,1.0,0.91,ecommerce_simulation,stable
2024-07-14,bánh sinh nhật,491000.0,148000.0,833000.0,254,176,44687,21921473047,0.9,0.86,ecommerce_simulation,stable
2024-07-14,bánh mì sandwich,18000.0,9000.0,26000.0,208,300,62462,1098324192,1.2,0.99,ecommerce_simulation,growing
2024-07-14,bánh quy handmade,73000.0,30000.0,116000.0,157,74,11563,845938786,0.9,0.71,ecommerce_simulation,stable
2024-07-14,bánh tart,98000.0,43000.0,153000.0,272,71,19354,1899221828,1.0,0.69,ecommerce_simulation,stable
2024-07-14,bánh donut,31000.0,14000.0,48000.0,224,199,44563,1399121980,1.2,0.99,ecommerce_simulation,growing
2024-07-14,mix bánh,205000.0,81000.0,329000.0,246,56,13812,2829886061,1.0,0.62,ecommerce_simulation,stable
2024-07-21,bánh sinh nhật,476000.0,168000.0,784000.0,180,183,32986,15704784615,0.9,0.96,ecommerce_simulation,stable
2024-07-21,bánh mì sandwich,16000.0,8000.0,24000.0,109,445,48526,775763561,1.2,0.79,ecommerce_simulation,growing
2024-07-21,bánh quy handmade,81000.0,33000.0,128000.0,95,97,9259,747013197,0.9,0.79,ecommerce_simulation,stable
2024-07-21,bánh tart,99000.0,48000.0,151000.0,268,69,18463,1836685277,1.0,0.78,ecommerce_simulation,stable
2024-07-21,bánh donut,37000.0,17000.0,56000.0,59,256,15114,553406801,1.2,0.96,ecommerce_simulation,growing
2024-07-21,mix bánh,191000.0,79000.0,303000.0,273,45,12161,2323228420,1.0,0.98,ecommerce_simulation,stable
2024-07-28,bánh sinh nhật,534000.0,158000.0,911000.0,67,129,8672,4634531233,0.9,0.91,ecommerce_simulation,stable
2024-07-28,bánh mì sandwich,16000.0,8000.0,24000.0,152,342,52020,821957378,1.2,0.83,ecommerce_simulation,growing
2024-07-28,bánh quy handmade,84000.0,32000.0,135000.0,297,87,25835,2164115617,0.9,0.84,ecommerce_simulation,stable
2024-07-28,bánh tart,105000.0,52000.0,159000.0,105,68,7188,756115098,1.0,0.71,ecommerce_simulation,stable
2024-07-28,bánh donut,33000.0,14000.0,52000.0,292,241,70510,2354919019,1.2,0.73,ecommerce_simulation,growing
2024-07-28,mix bánh,192000.0,90000.0,293000.0,50,48,2416,462943747,1.0,0.61,ecommerce_simulation,stable
2024-08-04,bánh sinh nhật,477000.0,159000.0,795000.0,87,143,12466,5948414331,1.0,0.99,ecommerce_simulation,stable
2024-08-04,bánh mì sandwich,18000.0,8000.0,28000.0,73,387,28287,514833196,1.1,0.95,ecommerce_simulation,growing
2024-08-04,bánh quy handmade,74000.0,34000.0,113000.0,216,77,16559,1219538462,0.9,0.82,ecommerce_simulation,stable
2024-08-04,bánh tart,94000.0,44000.0,145000.0,249,54,13504,1275539162,1.0,0.9,ecommerce_simulation,stable
2024-08-04,bánh donut,35000.0,16000.0,55000.0,232,154,35637,1252958438,1.1,0.96,ecommerce_simulation,growing
2024-08-04,mix bánh,197000.0,76000.0,319000.0,82,48,3974,783455539,1.0,0.98,ecommerce_simulation,stable
2024-08-11,bánh sinh nhật,531000.0,170000.0,892000.0,225,194,43742,23224496484,1.0,0.72,ecommerce_simulation,stable
2024-08-11,bánh mì sandwich,19000.0,9000.0,29000.0,126,315,39636,741428006,1.1,0.76,ecommerce_simulation,growing
2024-08-11,bánh quy handmade,80000.0,34000.0,126000.0,157,76,11878,947346946,0.9,0.71,ecommerce_simulation,stable
2024-08-11,bánh tart,105000.0,47000.0,163000.0,196,56,11062,1164998592,1.0,0.85,ecommerce_simulation,stable
2024-08-11,bánh donut,33000.0,14000.0,52000.0,259,247,64071,2135135427,1.1,0.72,ecommerce_simulation,growing
2024-08-11,mix bánh,195000.0,88000.0,303000.0,257,53,13623,2661275460,1.0,0.88,ecommerce_simulation,stable
2024-08-18,bánh sinh nhật,493000.0,147000.0,839000.0,183,227,41591,20502215590,1.0,0.96,ecommerce_simulation,stable
2024-08-18,bánh mì sandwich,17000.0,8000.0,27000.0,299,408,121976,2122763416,1.1,0.68,ecommerce_simulation,growing
2024-08-18,bánh quy handmade,81000.0,34000.0,128000.0,174,89,15425,1255424123,0.9,0.89,ecommerce_simulation,stable
2024-08-18,bánh tart,102000.0,49000.0,155000.0,124,64,7935,807987934,1.0,0.81,ecommerce_simulation,stable
2024-08-18,bánh donut,35000.0,17000.0,54000.0,120,249,29852,1059586393,1.1,0.72,ecommerce_simulation,growing
2024-08-18,mix bánh,197000.0,89000.0,306000.0,296,50,14942,2949910011,1.0,0.66,ecommerce_simulation,stable
2024-08-25,bánh sinh nhật,470000.0,172000.0,769000.0,215,177,38079,17913967812,1.0,0.72,ecommerce_simulation,stable
2024-08-25,bánh mì sandwich,16000.0,8000.0,24000.0,295,291,85831,1363528400,1.1,0.94,ecommerce_simulation,growing
2024-08-25,bánh quy handmade,75000.0,33000.0,118000.0,209,84,17558,1323641513,0.9,0.69,ecommerce_simulation,stable
2024-08-25,bánh tart,98000.0,43000.0,152000.0,88,75,6598,644915204,1.0,0.86,ecommerce_simulation,stable
2024-08-25,bánh donut,34000.0,16000.0,51000.0,100,197,19655,659154094,1.1,0.81,ecommerce_simulation,growing
2024-08-25,mix bánh,201000.0,86000.0,316000.0,120,49,5870,1179880538,1.0,0.79,ecommerce_simulation,stable
2024-09-01,bánh sinh nhật,459000.0,144000.0,775000.0,153,165,25225,11583582765,1.3,0.85,ecommerce_simulation,growing
2024-09-01,bánh mì sandwich,16000.0,8000.0,25000.0,247,370,91358,1504674710,1.0,0.93,ecommerce_simulation,stable
2024-09-01,bánh quy handmade,81000.0,29000.0,133000.0,254,97,24521,1979703525,1.1,0.9,ecommerce_simulation,growing
2024-09-01,bánh tart,110000.0,47000.0,173000.0,187,91,16927,1864269405,1.1,0.87,ecommerce_simulation,growing
2024-09-01,bánh donut,36000.0,16000.0,57000.0,97,191,18499,674249410,1.0,0.9,ecommerce_simulation,stable
2024-09-01,mix bánh,188000.0,85000.0,290000.0,164,44,7282,1366067100,1.2,0.75,ecommerce_simulation,growing
2024-09-08,bánh sinh nhật,497000.0,151000.0,843000.0,158,216,34087,16950826155,1.3,0.82,ecommerce_simulation,growing
2024-09-08,bánh mì sandwich,17000.0,9000.0,25000.0,251,310,77927,1327801633,1.0,0.91,ecommerce_simulation,stable
2024-09-08,bánh quy handmade,72000.0,30000.0,114000.0,205,115,23583,1704995060,1.1,0.99,ecommerce_simulation,growing
2024-09-08,bánh tart,97000.0,52000.0,142000.0,61,94,5717,553835715,1.1,0.85,ecommerce_simulation,growing
2024-09-08,bánh donut,37000.0,16000.0,58000.0,64,141,9003,333309940,1.0,0.72,ecommerce_simulation,stable
2024-09-08,mix bánh,215000.0,91000.0,338000.0,248,72,17945,3851333360,1.2,0.67,ecommerce_simulation,growing
2024-09-15,bánh sinh nhật,524000.0,152000.0,896000.0,196,182,35733,18723439294,1.3,0.81,ecommerce_simulation,growing
2024-09-15,bánh mì sandwich,17000.0,8000.0,25000.0,184,326,59972,998605812,1.0,0.79,ecommerce_simulation,stable
2024-09-15,bánh quy handmade,77000.0,32000.0,122000.0,169,101,17003,1313724313,1.1,0.82,ecommerce_simulation,growing
2024-09-15,bánh tart,107000.0,46000.0,168000.0,260,76,19696,2106750065,1.1,0.75,ecommerce_simulation,growing
2024-09-15,bánh donut,36000.0,15000.0,58000.0,138,216,29768,1080384681,1.0,0.78,ecommerce_simulation,stable
2024-09-15,mix bánh,192000.0,89000.0,294000.0,148,40,5975,1144794370,1.2,0.81,ecommerce_simulation,growing
2024-09-22,bánh sinh nhật,503000.0,172000.0,834000.0,113,248,27969,14061818816,1.3,0.76,ecommerce_simulation,growing
2024-09-22,bánh mì sandwich,17000.0,8000.0,25000.0,249,365,90784,1511793273,1.0,0.63,ecommerce_simulation,stable
2024-09-22,bánh quy handmade,75000.0,34000.0,116000.0,86,114,9801,734818250,1.1,0.89,ecommerce_simulation,growing
2024-09-22,bánh tart,111000.0,50000.0,171000.0,254,75,19169,2124561375,1.1,0.96,ecommerce_simulation,growing
2024-09-22,bánh donut,36000.0,16000.0,57000.0,145,172,24963,906919029,1.0,0.89,ecommerce_simulation,stable
2024-09-22,mix bánh,188000.0,76000.0,300000.0,87,73,6349,1192331894,1.2,0.6,ecommerce_simulation,growing
2024-09-29,bánh sinh nhật,457000.0,146000.0,768000.0,234,278,64943,29680243433,1.3,0.64,ecommerce_simulation,growing
2024-09-29,bánh mì sandwich,17000.0,9000.0,26000.0,164,371,60860,1060462427,1.0,0.92,ecommerce_simulation,stable
2024-09-29,bánh quy handmade,86000.0,33000.0,138000.0,262,80,21060,1801007879,1.1,1.0,ecommerce_simulation,growing
2024-09-29,bánh tart,109000.0,44000.0,174000.0,218,89,19457,2116241843,1.1,0.99,ecommerce_simulation,growing
2024-09-29,bánh donut,32000.0,15000.0,50000.0,296,232,68711,2227651477,1.0,0.73,ecommerce_simulation,stable
2024-09-29,mix bánh,194000.0,78000.0,309000.0,129,60,7694,1490577890,1.2,0.66,ecommerce_simulation,growing
2024-10-06,bánh sinh nhật,523000.0,173000.0,874000.0,195,165,32136,16816126724,1.2,0.83,ecommerce_simulation,growing
2024-10-06,bánh mì sandwich,18000.0,9000.0,26000.0,292,230,67021,1173589968,1.0,0.86,ecommerce_simulation,stable
2024-10-06,bánh quy handmade,78000.0,29000.0,127000.0,294,92,27176,2124824086,1.2,0.85,ecommerce_simulation,growing
2024-10-06,bánh tart,103000.0,44000.0,163000.0,252,105,26566,2747572476,1.1,0.69,ecommerce_simulation,growing
2024-10-06,bánh donut,32000.0,15000.0,48000.0,193,154,29689,936052042,1.1,0.72,ecommerce_simulation,growing
2024-10-06,mix bánh,195000.0,90000.0,301000.0,265,55,14654,2859991464,1.1,0.76,ecommerce_simulation,growing
2024-10-13,bánh sinh nhật,522000.0,163000.0,881000.0,76,218,16569,8647037095,1.2,0.91,ecommerce_simulation,growing
2024-10-13,bánh mì sandwich,19000.0,9000.0,29000.0,296,359,106317,2015121357,1.0,1.0,ecommerce_simulation,stable
2024-10-13,bánh quy handmade,77000.0,33000.0,121000.0,107,108,11522,889076772,1.2,0.79,ecommerce_simulation,growing
2024-10-13,bánh tart,107000.0,50000.0,164000.0,117,80,9329,996313886,1.1,0.86,ecommerce_simulation,growing
2024-10-13,bánh donut,34000.0,17000.0,51000.0,297,209,62124,2117837844,1.1,0.71,ecommerce_simulation,growing
2024-10-13,mix bánh,200000.0,78000.0,321000.0,122,66,8015,1599307469,1.1,0.66,ecommerce_simulation,growing
2024-10-20,bánh sinh nhật,484000.0,158000.0,811000.0,68,236,16060,7781122052,1.2,0.9,ecommerce_simulation,growing
2024-10-20,bánh mì sandwich,16000.0,8000.0,25000.0,167,286,47696,769614037,1.0,0.81,ecommerce_simulation,stable
2024-10-20,bánh quy handmade,83000.0,31000.0,134000.0,97,100,9668,800238835,1.2,0.96,ecommerce_simulation,growing
2024-10-20,bánh tart,105000.0,50000.0,159000.0,272,95,25769,2695647894,1.1,0.96,ecommerce_simulation,growing
2024-10-20,bánh donut,33000.0,17000.0,50000.0,274,161,44079,1476019331,1.1,0.71,ecommerce_simulation,growing
2024-10-20,mix bánh,216000.0,91000.0,340000.0,151,41,6175,1331279770,1.1,0.8,ecommerce_simulation,growing
2024-10-27,bánh sinh nhật,517000.0,163000.0,870000.0,91,214,19472,10059338450,1.2,0.98,ecommerce_simulation,growing
2024-10-27,bánh mì sandwich,18000.0,9000.0,28000.0,150,240,35986,665599045,1.0,0.82,ecommerce_simulation,stable
2024-10-27,bánh quy handmade,77000.0,31000.0,123000.0,204,77,15708,1211984876,1.2,0.81,ecommerce_simulation,growing
2024-10-27,bánh tart,99000.0,48000.0,150000.0,195,84,16366,1617500646,1.1,0.91,ecommerce_simulation,growing
2024-10-27,bánh donut,35000.0,15000.0,55000.0,298,250,74396,2626589171,1.1,0.93,ecommerce_simulation,growing
2024-10-27,mix bánh,204000.0,86000.0,321000.0,56,67,3771,767704311,1.1,0.99,ecommerce_simulation,growing
2024-11-03,bánh sinh nhật,489000.0,172000.0,806000.0,143,210,29984,14673121700,1.1,0.67,ecommerce_simulation,growing
2024-11-03,bánh mì sandwich,18000.0,8000.0,28000.0,110,243,26777,480538681,1.0,0.76,ecommerce_simulation,stable
2024-11-03,bánh quy handmade,77000.0,32000.0,122000.0,112,133,14911,1145057241,1.3,0.81,ecommerce_simulation,growing
2024-11-03,bánh tart,107000.0,50000.0,165000.0,95,89,8431,905894649,1.2,0.68,ecommerce_simulation,growing
2024-11-03,bánh donut,33000.0,15000.0,51000.0,254,212,53870,1798994918,1.0,0.83,ecommerce_simulation,stable
2024-11-03,mix bánh,209000.0,80000.0,339000.0,226,71,16123,3375204708,1.2,0.67,ecommerce_simulation,growing
2024-11-10,bánh sinh nhật,473000.0,171000.0,774000.0,136,169,22921,10837637863,1.1,0.91,ecommerce_simulation,growing
2024-11-10,bánh mì sandwich,18000.0,8000.0,28000.0,136,332,45200,801796986,1.0,0.83,ecommerce_simulation,stable
2024-11-10,bánh quy handmade,77000.0,34000.0,121000.0,112,140,15654,1210509904,1.3,0.95,ecommerce_simulation,growing
2024-11-10,bánh tart,108000.0,44000.0,171000.0,283,100,28198,3040211710,1.2,0.75,ecommerce_simulation,growing
2024-11-10,bánh donut,36000.0,15000.0,57000.0,82,149,12196,438832593,1.0,0.78,ecommerce_simulation,stable
2024-11-10,mix bánh,193000.0,86000.0,301000.0,253,64,16195,3130089300,1.2,0.8,ecommerce_simulation,growing
2024-11-17,bánh sinh nhật,497000.0,173000.0,820000.0,262,239,62590,31078228816,1.1,0.68,ecommerce_simulation,growing
2024-11-17,bánh mì sandwich,16000.0,8000.0,24000.0,258,301,77611,1231071583,1.0,0.62,ecommerce_simulation,stable
2024-11-17,bánh quy handmade,80000.0,34000.0,127000.0,138,131,18069,1453052014,1.3,0.82,ecommerce_simulation,growing
2024-11-17,bánh tart,106000.0,43000.0,170000.0,53,104,5534,587990087,1.2,0.61,ecommerce_simulation,growing
2024-11-17,bánh donut,34000.0,17000.0,51000.0,123,198,24337,828747672,1.0,0.71,ecommerce_simulation,stable
2024-11-17,mix bánh,212000.0,82000.0,342000.0,158,60,9476,2010768677,1.2,0.82,ecommerce_simulation,growing
2024-11-24,bánh sinh nhật,511000.0,171000.0,851000.0,239,206,49226,25151985532,1.1,0.8,ecommerce_simulation,growing
2024-11-24,bánh mì sandwich,17000.0,9000.0,25000.0,110,360,39556,668862155,1.0,0.67,ecommerce_simulation,stable
2024-11-24,bánh quy handmade,83000.0,34000.0,131000.0,266,114,30421,2520076224,1.3,0.64,ecommerce_simulation,growing
2024-11-24,bánh tart,106000.0,46000.0,167000.0,135,74,9982,1060837848,1.2,0.82,ecommerce_simulation,growing
2024-11-24,bánh donut,35000.0,16000.0,55000.0,55,146,8016,283005171,1.0,0.89,ecommerce_simulation,stable
2024-11-24,mix bánh,210000.0,86000.0,333000.0,230,53,12220,2561805169,1.2,0.66,ecommerce_simulation,growing
2024-12-01,bánh sinh nhật,532000.0,170000.0,894000.0,275,206,56686,30158901319,1.5,0.68,ecommerce_simulation,growing
2024-12-01,bánh mì sandwich,19000.0,8000.0,29000.0,238,353,84126,1568392423,1.0,0.84,ecommerce_simulation,stable
2024-12-01,bánh quy handmade,78000.0,34000.0,122000.0,174,154,26759,2077834792,1.4,0.64,ecommerce_simulation,growing
2024-12-01,bánh tart,98000.0,50000.0,146000.0,67,112,7529,737546549,1.2,0.71,ecommerce_simulation,growing
2024-12-01,bánh donut,32000.0,15000.0,48000.0,198,218,43258,1369650128,1.1,0.74,ecommerce_simulation,growing
2024-12-01,mix bánh,201000.0,83000.0,318000.0,70,70,4881,978851436,1.4,0.76,ecommerce_simulation,growing
2024-12-08,bánh sinh nhật,512000.0,151000.0,872000.0,231,185,42638,21814767531,1.5,0.81,ecommerce_simulation,growing
2024-12-08,bánh mì sandwich,16000.0,8000.0,25000.0,193,238,45889,754931052,1.0,0.96,ecommerce_simulation,stable
2024-12-08,bánh quy handmade,76000.0,34000.0,117000.0,101,88,8918,673972133,1.4,0.72,ecommerce_simulation,growing
2024-12-08,bánh tart,110000.0,50000.0,169000.0,247,73,18110,1986437757,1.2,0.82,ecommerce_simulation,growing
2024-12-08,bánh donut,35000.0,15000.0,55000.0,111,182,20154,702888736,1.1,0.67,ecommerce_simulation,growing
2024-12-08,mix bánh,189000.0,87000.0,291000.0,152,77,11755,2223739189,1.4,0.84,ecommerce_simulation,growing
2024-12-15,bánh sinh nhật,517000.0,167000.0,866000.0,201,196,39483,20409094459,1.5,0.97,ecommerce_simulation,growing
2024-12-15,bánh mì sandwich,16000.0,8000.0,24000.0,182,267,48577,784440293,1.0,0.79,ecommerce_simulation,stable
2024-12-15,bánh quy handmade,81000.0,30000.0,132000.0,88,139,12258,995902565,1.4,0.66,ecommerce_simulation,growing
2024-12-15,bánh tart,104000.0,44000.0,163000.0,79,91,7218,748159094,1.2,0.63,ecommerce_simulation,growing
2024-12-15,bánh donut,35000.0,16000.0,54000.0,270,189,51058,1786297204,1.1,0.93,ecommerce_simulation,growing
2024-12-15,mix bánh,199000.0,87000.0,311000.0,283,55,15529,3094978731,1.4,0.97,ecommerce_simulation,growing
2024-12-22,bánh sinh nhật,547000.0,163000.0,931000.0,87,269,23441,12825640287,1.5,0.8,ecommerce_simulation,growing
2024-12-22,bánh mì sandwich,18000.0,8000.0,27000.0,177,263,46554,822797505,1.0,0.91,ecommerce_simulation,stable
2024-12-22,bánh quy handmade,80000.0,33000.0,128000.0,104,108,11185,898586006,1.4,0.84,ecommerce_simulation,growing
2024-12-22,bánh tart,95000.0,43000.0,146000.0,185,94,17479,1656570663,1.2,0.88,ecommerce_simulation,growing
2024-12-22,bánh donut,32000.0,15000.0,49000.0,99,223,22041,702107256,1.1,0.97,ecommerce_simulation,growing
2024-12-22,mix bánh,194000.0,80000.0,308000.0,209,51,10666,2069717169,1.4,0.92,ecommerce_simulation,growing
2024-12-29,bánh sinh nhật,540000.0,164000.0,917000.0,161,240,38658,20893800739,1.5,0.81,ecommerce_simulation,growing
2024-12-29,bánh mì sandwich,17000.0,8000.0,26000.0,194,293,56768,974673534,1.0,0.91,ecommerce_simulation,stable
2024-12-29,bánh quy handmade,80000.0,33000.0,128000.0,266,119,31607,2544284574,1.4,0.92,ecommerce_simulation,growing
2024-12-29,bánh tart,108000.0,51000.0,164000.0,274,101,27618,2976918335,1.2,0.98,ecommerce_simulation,growing
2024-12-29,bánh donut,36000.0,15000.0,57000.0,90,253,22815,819576576,1.1,0.85,ecommerce_simulation,growing
2024-12-29,mix bánh,182000.0,77000.0,287000.0,226,71,15947,2906470627,1.4,0.61,ecommerce_simulation,growing
