date,competitor,product_type,price,seasonal_factor
2024-01-14,ABC Bakery,bánh croissant,34000.0,1.3
2024-01-14,ABC Bakery,bánh donut,29000.0,1.3
2024-01-14,Paris Baguette,bánh sinh nhật,515000.0,1.3
2024-01-14,Paris Baguette,bánh cupcake,36000.0,1.3
2024-01-14,Paris Baguette,bánh mì sandwich,53000.0,1.3
2024-01-14,Paris Baguette,bánh croissant,33000.0,1.3
2024-01-14,Paris Baguette,bánh donut,26000.0,1.3
2024-01-14,Local Bakery,bánh sinh nhật,410000.0,1.3
2024-01-14,Local Bakery,bánh cupcake,45000.0,1.3
2024-01-14,Local Bakery,bánh mì sandwich,60000.0,1.3
2024-01-14,Local Bakery,bánh croissant,35000.0,1.3
2024-01-14,Local Bakery,bánh donut,23000.0,1.3
2024-01-15,ABC Bakery,bánh sinh nhật,453000.0,1.3
2024-01-15,ABC Bakery,bánh cupcake,37000.0,1.3
2024-01-15,ABC Bakery,bánh mì sandwich,65000.0,1.3
2024-01-15,ABC Bakery,bánh croissant,30000.0,1.3
2024-01-15,ABC Bakery,bánh donut,25000.0,1.3
2024-01-15,Paris Baguette,bánh sinh nhật,483000.0,1.3
2024-01-15,Paris Baguette,bánh cupcake,48000.0,1.3
2024-01-15,Paris Baguette,bánh mì sandwich,54000.0,1.3
2024-01-15,Paris Baguette,bánh croissant,35000.0,1.3
2024-01-15,Paris Baguette,bánh donut,25000.0,1.3
2024-01-15,Local Bakery,bánh sinh nhật,453000.0,1.3
2024-01-15,Local Bakery,bánh cupcake,35000.0,1.3
2024-01-15,Local Bakery,bánh mì sandwich,62000.0,1.3
2024-01-15,Local Bakery,bánh croissant,34000.0,1.3
2024-01-15,Local Bakery,bánh donut,29000.0,1.3
2024-01-16,ABC Bakery,bánh sinh nhật,447000.0,1.3
2024-01-16,ABC Bakery,bánh cupcake,50000.0,1.3
2024-01-16,ABC Bakery,bánh mì sandwich,61000.0,1.3
2024-01-16,ABC Bakery,bánh croissant,36000.0,1.3
2024-01-16,ABC Bakery,bánh donut,26000.0,1.3
2024-01-16,Paris Baguette,bánh sinh nhật,410000.0,1.3
2024-01-16,Paris Baguette,bánh cupcake,41000.0,1.3
2024-01-16,Paris Baguette,bánh mì sandwich,64000.0,1.3
2024-01-16,Paris Baguette,bánh croissant,32000.0,1.3
2024-01-16,Paris Baguette,bánh donut,27000.0,1.3
2024-01-16,Local Bakery,bánh sinh nhật,474000.0,1.3
2024-01-16,Local Bakery,bánh cupcake,35000.0,1.3
2024-01-16,Local Bakery,bánh mì sandwich,63000.0,1.3
2024-01-16,Local Bakery,bánh croissant,32000.0,1.3
2024-01-16,Local Bakery,bánh donut,23000.0,1.3
2024-01-17,ABC Bakery,bánh sinh nhật,509000.0,1.3
2024-01-17,ABC Bakery,bánh cupcake,44000.0,1.3
2024-01-17,ABC Bakery,bánh mì sandwich,62000.0,1.3
2024-01-17,ABC Bakery,bánh croissant,36000.0,1.3
2024-01-17,ABC Bakery,bánh donut,23000.0,1.3
2024-01-17,Paris Baguette,bánh sinh nhật,436000.0,1.3
2024-01-17,Paris Baguette,bánh cupcake,38000.0,1.3
2024-01-17,Paris Baguette,bánh mì sandwich,61000.0,1.3
2024-01-17,Paris Baguette,bánh croissant,31000.0,1.3
2024-01-17,Paris Baguette,bánh donut,25000.0,1.3
2024-01-17,Local Bakery,bánh sinh nhật,435000.0,1.3
2024-01-17,Local Bakery,bánh cupcake,55000.0,1.3
2024-01-17,Local Bakery,bánh mì sandwich,67000.0,1.3
2024-01-17,Local Bakery,bánh croissant,30000.0,1.3
2024-01-17,Local Bakery,bánh donut,25000.0,1.3
2024-01-18,ABC Bakery,bánh sinh nhật,447000.0,1.3
2024-01-18,ABC Bakery,bánh cupcake,46000.0,1.3
2024-01-18,ABC Bakery,bánh mì sandwich,64000.0,1.3
2024-01-18,ABC Bakery,bánh croissant,32000.0,1.3
2024-01-18,ABC Bakery,bánh donut,26000.0,1.3
2024-01-18,Paris Baguette,bánh sinh nhật,413000.0,1.3
2024-01-18,Paris Baguette,bánh cupcake,45000.0,1.3
2024-01-18,Paris Baguette,bánh mì sandwich,50000.0,1.3
2024-01-18,Paris Baguette,bánh croissant,31000.0,1.3
2024-01-18,Paris Baguette,bánh donut,26000.0,1.3
2024-01-18,Local Bakery,bánh sinh nhật,497000.0,1.3
2024-01-18,Local Bakery,bánh cupcake,58000.0,1.3
2024-01-18,Local Bakery,bánh mì sandwich,49000.0,1.3
2024-01-18,Local Bakery,bánh croissant,35000.0,1.3
2024-01-18,Local Bakery,bánh donut,28000.0,1.3
2024-01-19,ABC Bakery,bánh sinh nhật,390000.0,1.3
2024-01-19,ABC Bakery,bánh cupcake,50000.0,1.3
2024-01-19,ABC Bakery,bánh mì sandwich,59000.0,1.3
2024-01-19,ABC Bakery,bánh croissant,31000.0,1.3
2024-01-19,ABC Bakery,bánh donut,26000.0,1.3
2024-01-19,Paris Baguette,bánh sinh nhật,601000.0,1.3
2024-01-19,Paris Baguette,bánh cupcake,51000.0,1.3
2024-01-19,Paris Baguette,bánh mì sandwich,62000.0,1.3
2024-01-19,Paris Baguette,bánh croissant,31000.0,1.3
2024-01-19,Paris Baguette,bánh donut,25000.0,1.3
2024-01-19,Local Bakery,bánh sinh nhật,570000.0,1.3
2024-01-19,Local Bakery,bánh cupcake,47000.0,1.3
2024-01-19,Local Bakery,bánh mì sandwich,55000.0,1.3
2024-01-19,Local Bakery,bánh croissant,36000.0,1.3
2024-01-19,Local Bakery,bánh donut,28000.0,1.3
2024-01-20,ABC Bakery,bánh sinh nhật,399000.0,1.3
2024-01-20,ABC Bakery,bánh cupcake,43000.0,1.3
2024-01-20,ABC Bakery,bánh mì sandwich,55000.0,1.3
2024-01-20,ABC Bakery,bánh croissant,30000.0,1.3
2024-01-20,ABC Bakery,bánh donut,25000.0,1.3
2024-01-20,Paris Baguette,bánh sinh nhật,503000.0,1.3
2024-01-20,Paris Baguette,bánh cupcake,48000.0,1.3
2024-01-20,Paris Baguette,bánh mì sandwich,52000.0,1.3
2024-01-20,Paris Baguette,bánh croissant,30000.0,1.3
2024-01-20,Paris Baguette,bánh donut,30000.0,1.3
2024-01-20,Local Bakery,bánh sinh nhật,424000.0,1.3
2024-01-20,Local Bakery,bánh cupcake,51000.0,1.3
2024-01-20,Local Bakery,bánh mì sandwich,54000.0,1.3
2024-01-20,Local Bakery,bánh croissant,33000.0,1.3
2024-01-20,Local Bakery,bánh donut,25000.0,1.3
2024-01-21,ABC Bakery,bánh sinh nhật,472000.0,1.3
2024-01-21,ABC Bakery,bánh cupcake,46000.0,1.3
2024-01-21,ABC Bakery,bánh mì sandwich,70000.0,1.3
2024-01-21,ABC Bakery,bánh croissant,34000.0,1.3
2024-01-21,ABC Bakery,bánh donut,28000.0,1.3
2024-01-21,Paris Baguette,bánh sinh nhật,477000.0,1.3
2024-01-21,Paris Baguette,bánh cupcake,42000.0,1.3
2024-01-21,Paris Baguette,bánh mì sandwich,64000.0,1.3
2024-01-21,Paris Baguette,bánh croissant,36000.0,1.3
2024-01-21,Paris Baguette,bánh donut,24000.0,1.3
2024-01-21,Local Bakery,bánh sinh nhật,420000.0,1.3
2024-01-21,Local Bakery,bánh cupcake,40000.0,1.3
2024-01-21,Local Bakery,bánh mì sandwich,53000.0,1.3
2024-01-21,Local Bakery,bánh croissant,29000.0,1.3
2024-01-21,Local Bakery,bánh donut,29000.0,1.3
2024-01-22,ABC Bakery,bánh sinh nhật,628000.0,1.3
2024-01-22,ABC Bakery,bánh cupcake,40000.0,1.3
2024-01-22,ABC Bakery,bánh mì sandwich,63000.0,1.3
2024-01-22,ABC Bakery,bánh croissant,28000.0,1.3
2024-01-22,ABC Bakery,bánh donut,26000.0,1.3
2024-01-22,Paris Baguette,bánh sinh nhật,533000.0,1.3
2024-01-22,Paris Baguette,bánh cupcake,39000.0,1.3
2024-01-22,Paris Baguette,bánh mì sandwich,61000.0,1.3
2024-01-22,Paris Baguette,bánh croissant,31000.0,1.3
2024-01-22,Paris Baguette,bánh donut,23000.0,1.3
2024-01-22,Local Bakery,bánh sinh nhật,478000.0,1.3
2024-01-22,Local Bakery,bánh cupcake,47000.0,1.3
2024-01-22,Local Bakery,bánh mì sandwich,46000.0,1.3
2024-01-22,Local Bakery,bánh croissant,37000.0,1.3
2024-01-22,Local Bakery,bánh donut,29000.0,1.3
2024-01-23,ABC Bakery,bánh sinh nhật,438000.0,1.3
2024-01-23,ABC Bakery,bánh cupcake,46000.0,1.3
2024-01-23,ABC Bakery,bánh mì sandwich,58000.0,1.3
2024-01-23,ABC Bakery,bánh croissant,35000.0,1.3
2024-01-23,ABC Bakery,bánh donut,27000.0,1.3
2024-01-23,Paris Baguette,bánh sinh nhật,483000.0,1.3
2024-01-23,Paris Baguette,bánh cupcake,61000.0,1.3
2024-01-23,Paris Baguette,bánh mì sandwich,59000.0,1.3
2024-01-23,Paris Baguette,bánh croissant,35000.0,1.3
2024-01-23,Paris Baguette,bánh donut,26000.0,1.3
2024-01-23,Local Bakery,bánh sinh nhật,370000.0,1.3
2024-01-23,Local Bakery,bánh cupcake,56000.0,1.3
2024-01-23,Local Bakery,bánh mì sandwich,65000.0,1.3
2024-01-23,Local Bakery,bánh croissant,32000.0,1.3
2024-01-23,Local Bakery,bánh donut,24000.0,1.3
2024-01-24,ABC Bakery,bánh sinh nhật,363000.0,1.3
2024-01-24,ABC Bakery,bánh cupcake,55000.0,1.3
2024-01-24,ABC Bakery,bánh mì sandwich,53000.0,1.3
2024-01-24,ABC Bakery,bánh croissant,33000.0,1.3
2024-01-24,ABC Bakery,bánh donut,27000.0,1.3
2024-01-24,Paris Baguette,bánh sinh nhật,497000.0,1.3
2024-01-24,Paris Baguette,bánh cupcake,46000.0,1.3
2024-01-24,Paris Baguette,bánh mì sandwich,60000.0,1.3
2024-01-24,Paris Baguette,bánh croissant,36000.0,1.3
2024-01-24,Paris Baguette,bánh donut,24000.0,1.3
2024-01-24,Local Bakery,bánh sinh nhật,393000.0,1.3
2024-01-24,Local Bakery,bánh cupcake,46000.0,1.3
2024-01-24,Local Bakery,bánh mì sandwich,61000.0,1.3
2024-01-24,Local Bakery,bánh croissant,25000.0,1.3
2024-01-24,Local Bakery,bánh donut,27000.0,1.3
2024-01-25,ABC Bakery,bánh sinh nhật,422000.0,1.3
2024-01-25,ABC Bakery,bánh cupcake,42000.0,1.3
2024-01-25,ABC Bakery,bánh mì sandwich,59000.0,1.3
2024-01-25,ABC Bakery,bánh croissant,32000.0,1.3
2024-01-25,ABC Bakery,bánh donut,25000.0,1.3
2024-01-25,Paris Baguette,bánh sinh nhật,356000.0,1.3
2024-01-25,Paris Baguette,bánh cupcake,41000.0,1.3
2024-01-25,Paris Baguette,bánh mì sandwich,54000.0,1.3
2024-01-25,Paris Baguette,bánh croissant,33000.0,1.3
2024-01-25,Paris Baguette,bánh donut,22000.0,1.3
2024-01-25,Local Bakery,bánh sinh nhật,493000.0,1.3
2024-01-25,Local Bakery,bánh cupcake,54000.0,1.3
2024-01-25,Local Bakery,bánh mì sandwich,63000.0,1.3
2024-01-25,Local Bakery,bánh croissant,32000.0,1.3
2024-01-25,Local Bakery,bánh donut,25000.0,1.3
2024-01-26,ABC Bakery,bánh sinh nhật,470000.0,1.3
2024-01-26,ABC Bakery,bánh cupcake,48000.0,1.3
2024-01-26,ABC Bakery,bánh mì sandwich,61000.0,1.3
2024-01-26,ABC Bakery,bánh croissant,30000.0,1.3
2024-01-26,ABC Bakery,bánh donut,24000.0,1.3
2024-01-26,Paris Baguette,bánh sinh nhật,490000.0,1.3
2024-01-26,Paris Baguette,bánh cupcake,43000.0,1.3
2024-01-26,Paris Baguette,bánh mì sandwich,63000.0,1.3
2024-01-26,Paris Baguette,bánh croissant,32000.0,1.3
2024-01-26,Paris Baguette,bánh donut,28000.0,1.3
2024-01-26,Local Bakery,bánh sinh nhật,544000.0,1.3
2024-01-26,Local Bakery,bánh cupcake,46000.0,1.3
2024-01-26,Local Bakery,bánh mì sandwich,48000.0,1.3
2024-01-26,Local Bakery,bánh croissant,27000.0,1.3
2024-01-26,Local Bakery,bánh donut,29000.0,1.3
2024-01-27,ABC Bakery,bánh sinh nhật,506000.0,1.3
2024-01-27,ABC Bakery,bánh cupcake,51000.0,1.3
2024-01-27,ABC Bakery,bánh mì sandwich,56000.0,1.3
2024-01-27,ABC Bakery,bánh croissant,34000.0,1.3
2024-01-27,ABC Bakery,bánh donut,27000.0,1.3
2024-01-27,Paris Baguette,bánh sinh nhật,512000.0,1.3
2024-01-27,Paris Baguette,bánh cupcake,43000.0,1.3
2024-01-27,Paris Baguette,bánh mì sandwich,58000.0,1.3
2024-01-27,Paris Baguette,bánh croissant,32000.0,1.3
2024-01-27,Paris Baguette,bánh donut,24000.0,1.3
2024-01-27,Local Bakery,bánh sinh nhật,516000.0,1.3
2024-01-27,Local Bakery,bánh cupcake,44000.0,1.3
2024-01-27,Local Bakery,bánh mì sandwich,62000.0,1.3
2024-01-27,Local Bakery,bánh croissant,37000.0,1.3
2024-01-27,Local Bakery,bánh donut,24000.0,1.3
2024-01-28,ABC Bakery,bánh sinh nhật,503000.0,1.3
2024-01-28,ABC Bakery,bánh cupcake,44000.0,1.3
2024-01-28,ABC Bakery,bánh mì sandwich,62000.0,1.3
2024-01-28,ABC Bakery,bánh croissant,30000.0,1.3
2024-01-28,ABC Bakery,bánh donut,26000.0,1.3
2024-01-28,Paris Baguette,bánh sinh nhật,493000.0,1.3
2024-01-28,Paris Baguette,bánh cupcake,46000.0,1.3
2024-01-28,Paris Baguette,bánh mì sandwich,61000.0,1.3
2024-01-28,Paris Baguette,bánh croissant,29000.0,1.3
2024-01-28,Paris Baguette,bánh donut,27000.0,1.3
2024-01-28,Local Bakery,bánh sinh nhật,544000.0,1.3
2024-01-28,Local Bakery,bánh cupcake,36000.0,1.3
2024-01-28,Local Bakery,bánh mì sandwich,53000.0,1.3
2024-01-28,Local Bakery,bánh croissant,32000.0,1.3
2024-01-28,Local Bakery,bánh donut,25000.0,1.3
2024-01-29,ABC Bakery,bánh sinh nhật,327000.0,1.3
2024-01-29,ABC Bakery,bánh cupcake,48000.0,1.3
2024-01-29,ABC Bakery,bánh mì sandwich,58000.0,1.3
2024-01-29,ABC Bakery,bánh croissant,35000.0,1.3
2024-01-29,ABC Bakery,bánh donut,28000.0,1.3
2024-01-29,Paris Baguette,bánh sinh nhật,382000.0,1.3
2024-01-29,Paris Baguette,bánh cupcake,47000.0,1.3
2024-01-29,Paris Baguette,bánh mì sandwich,53000.0,1.3
2024-01-29,Paris Baguette,bánh croissant,36000.0,1.3
2024-01-29,Paris Baguette,bánh donut,28000.0,1.3
2024-01-29,Local Bakery,bánh sinh nhật,538000.0,1.3
2024-01-29,Local Bakery,bánh cupcake,44000.0,1.3
2024-01-29,Local Bakery,bánh mì sandwich,50000.0,1.3
2024-01-29,Local Bakery,bánh croissant,33000.0,1.3
2024-01-29,Local Bakery,bánh donut,25000.0,1.3
2024-01-30,ABC Bakery,bánh sinh nhật,357000.0,1.3
2024-01-30,ABC Bakery,bánh cupcake,55000.0,1.3
2024-01-30,ABC Bakery,bánh mì sandwich,58000.0,1.3
2024-01-30,ABC Bakery,bánh croissant,32000.0,1.3
2024-01-30,ABC Bakery,bánh donut,23000.0,1.3
2024-01-30,Paris Baguette,bánh sinh nhật,359000.0,1.3
2024-01-30,Paris Baguette,bánh cupcake,42000.0,1.3
2024-01-30,Paris Baguette,bánh mì sandwich,58000.0,1.3
2024-01-30,Paris Baguette,bánh croissant,31000.0,1.3
2024-01-30,Paris Baguette,bánh donut,27000.0,1.3
2024-01-30,Local Bakery,bánh sinh nhật,528000.0,1.3
2024-01-30,Local Bakery,bánh cupcake,46000.0,1.3
2024-01-30,Local Bakery,bánh mì sandwich,55000.0,1.3
2024-01-30,Local Bakery,bánh croissant,37000.0,1.3
2024-01-30,Local Bakery,bánh donut,23000.0,1.3
2024-01-31,ABC Bakery,bánh sinh nhật,533000.0,1.3
2024-01-31,ABC Bakery,bánh cupcake,46000.0,1.3
2024-01-31,ABC Bakery,bánh mì sandwich,58000.0,1.3
2024-01-31,ABC Bakery,bánh croissant,27000.0,1.3
2024-01-31,ABC Bakery,bánh donut,27000.0,1.3
2024-01-31,Paris Baguette,bánh sinh nhật,380000.0,1.3
2024-01-31,Paris Baguette,bánh cupcake,38000.0,1.3
2024-01-31,Paris Baguette,bánh mì sandwich,51000.0,1.3
2024-01-31,Paris Baguette,bánh croissant,36000.0,1.3
2024-01-31,Paris Baguette,bánh donut,29000.0,1.3
2024-01-31,Local Bakery,bánh sinh nhật,374000.0,1.3
2024-01-31,Local Bakery,bánh cupcake,43000.0,1.3
2024-01-31,Local Bakery,bánh mì sandwich,74000.0,1.3
2024-01-31,Local Bakery,bánh croissant,37000.0,1.3
2024-01-31,Local Bakery,bánh donut,30000.0,1.3
2024-02-01,ABC Bakery,bánh sinh nhật,528000.0,1.3
2024-02-01,ABC Bakery,bánh cupcake,45000.0,1.3
2024-02-01,ABC Bakery,bánh mì sandwich,60000.0,1.3
2024-02-01,ABC Bakery,bánh croissant,32000.0,1.3
2024-02-01,ABC Bakery,bánh donut,28000.0,1.3
2024-02-01,Paris Baguette,bánh sinh nhật,621000.0,1.3
2024-02-01,Paris Baguette,bánh cupcake,40000.0,1.3
2024-02-01,Paris Baguette,bánh mì sandwich,61000.0,1.3
2024-02-01,Paris Baguette,bánh croissant,33000.0,1.3
2024-02-01,Paris Baguette,bánh donut,25000.0,1.3
2024-02-01,Local Bakery,bánh sinh nhật,406000.0,1.3
2024-02-01,Local Bakery,bánh cupcake,42000.0,1.3
2024-02-01,Local Bakery,bánh mì sandwich,57000.0,1.3
2024-02-01,Local Bakery,bánh croissant,32000.0,1.3
2024-02-01,Local Bakery,bánh donut,23000.0,1.3
2024-02-02,ABC Bakery,bánh sinh nhật,384000.0,1.3
2024-02-02,ABC Bakery,bánh cupcake,38000.0,1.3
2024-02-02,ABC Bakery,bánh mì sandwich,57000.0,1.3
2024-02-02,ABC Bakery,bánh croissant,28000.0,1.3
2024-02-02,ABC Bakery,bánh donut,23000.0,1.3
2024-02-02,Paris Baguette,bánh sinh nhật,381000.0,1.3
2024-02-02,Paris Baguette,bánh cupcake,36000.0,1.3
2024-02-02,Paris Baguette,bánh mì sandwich,53000.0,1.3
2024-02-02,Paris Baguette,bánh croissant,37000.0,1.3
2024-02-02,Paris Baguette,bánh donut,22000.0,1.3
2024-02-02,Local Bakery,bánh sinh nhật,356000.0,1.3
2024-02-02,Local Bakery,bánh cupcake,42000.0,1.3
2024-02-02,Local Bakery,bánh mì sandwich,50000.0,1.3
2024-02-02,Local Bakery,bánh croissant,31000.0,1.3
2024-02-02,Local Bakery,bánh donut,27000.0,1.3
2024-02-03,ABC Bakery,bánh sinh nhật,474000.0,1.3
2024-02-03,ABC Bakery,bánh cupcake,44000.0,1.3
2024-02-03,ABC Bakery,bánh mì sandwich,64000.0,1.3
2024-02-03,ABC Bakery,bánh croissant,32000.0,1.3
2024-02-03,ABC Bakery,bánh donut,29000.0,1.3
2024-02-03,Paris Baguette,bánh sinh nhật,419000.0,1.3
2024-02-03,Paris Baguette,bánh cupcake,43000.0,1.3
2024-02-03,Paris Baguette,bánh mì sandwich,54000.0,1.3
2024-02-03,Paris Baguette,bánh croissant,33000.0,1.3
2024-02-03,Paris Baguette,bánh donut,29000.0,1.3
2024-02-03,Local Bakery,bánh sinh nhật,353000.0,1.3
2024-02-03,Local Bakery,bánh cupcake,50000.0,1.3
2024-02-03,Local Bakery,bánh mì sandwich,54000.0,1.3
2024-02-03,Local Bakery,bánh croissant,31000.0,1.3
2024-02-03,Local Bakery,bánh donut,24000.0,1.3
2024-02-04,ABC Bakery,bánh sinh nhật,562000.0,1.3
2024-02-04,ABC Bakery,bánh cupcake,42000.0,1.3
2024-02-04,ABC Bakery,bánh mì sandwich,55000.0,1.3
2024-02-04,ABC Bakery,bánh croissant,35000.0,1.3
2024-02-04,ABC Bakery,bánh donut,30000.0,1.3
2024-02-04,Paris Baguette,bánh sinh nhật,521000.0,1.3
2024-02-04,Paris Baguette,bánh cupcake,49000.0,1.3
2024-02-04,Paris Baguette,bánh mì sandwich,56000.0,1.3
2024-02-04,Paris Baguette,bánh croissant,41000.0,1.3
2024-02-04,Paris Baguette,bánh donut,26000.0,1.3
2024-02-04,Local Bakery,bánh sinh nhật,330000.0,1.3
2024-02-04,Local Bakery,bánh cupcake,40000.0,1.3
2024-02-04,Local Bakery,bánh mì sandwich,59000.0,1.3
2024-02-04,Local Bakery,bánh croissant,34000.0,1.3
2024-02-04,Local Bakery,bánh donut,23000.0,1.3
2024-02-05,ABC Bakery,bánh sinh nhật,575000.0,1.3
2024-02-05,ABC Bakery,bánh cupcake,52000.0,1.3
2024-02-05,ABC Bakery,bánh mì sandwich,55000.0,1.3
2024-02-05,ABC Bakery,bánh croissant,33000.0,1.3
2024-02-05,ABC Bakery,bánh donut,24000.0,1.3
2024-02-05,Paris Baguette,bánh sinh nhật,311000.0,1.3
2024-02-05,Paris Baguette,bánh cupcake,43000.0,1.3
2024-02-05,Paris Baguette,bánh mì sandwich,66000.0,1.3
2024-02-05,Paris Baguette,bánh croissant,33000.0,1.3
2024-02-05,Paris Baguette,bánh donut,28000.0,1.3
2024-02-05,Local Bakery,bánh sinh nhật,421000.0,1.3
2024-02-05,Local Bakery,bánh cupcake,46000.0,1.3
2024-02-05,Local Bakery,bánh mì sandwich,61000.0,1.3
2024-02-05,Local Bakery,bánh croissant,33000.0,1.3
2024-02-05,Local Bakery,bánh donut,26000.0,1.3
2024-02-06,ABC Bakery,bánh sinh nhật,441000.0,1.3
2024-02-06,ABC Bakery,bánh cupcake,36000.0,1.3
2024-02-06,ABC Bakery,bánh mì sandwich,59000.0,1.3
2024-02-06,ABC Bakery,bánh croissant,37000.0,1.3
2024-02-06,ABC Bakery,bánh donut,27000.0,1.3
2024-02-06,Paris Baguette,bánh sinh nhật,449000.0,1.3
2024-02-06,Paris Baguette,bánh cupcake,49000.0,1.3
2024-02-06,Paris Baguette,bánh mì sandwich,69000.0,1.3
2024-02-06,Paris Baguette,bánh croissant,37000.0,1.3
2024-02-06,Paris Baguette,bánh donut,28000.0,1.3
2024-02-06,Local Bakery,bánh sinh nhật,395000.0,1.3
2024-02-06,Local Bakery,bánh cupcake,41000.0,1.3
2024-02-06,Local Bakery,bánh mì sandwich,58000.0,1.3
2024-02-06,Local Bakery,bánh croissant,31000.0,1.3
2024-02-06,Local Bakery,bánh donut,26000.0,1.3
2024-02-07,ABC Bakery,bánh sinh nhật,442000.0,1.3
2024-02-07,ABC Bakery,bánh cupcake,45000.0,1.3
2024-02-07,ABC Bakery,bánh mì sandwich,63000.0,1.3
2024-02-07,ABC Bakery,bánh croissant,36000.0,1.3
2024-02-07,ABC Bakery,bánh donut,25000.0,1.3
2024-02-07,Paris Baguette,bánh sinh nhật,521000.0,1.3
2024-02-07,Paris Baguette,bánh cupcake,46000.0,1.3
2024-02-07,Paris Baguette,bánh mì sandwich,58000.0,1.3
2024-02-07,Paris Baguette,bánh croissant,36000.0,1.3
2024-02-07,Paris Baguette,bánh donut,24000.0,1.3
2024-02-07,Local Bakery,bánh sinh nhật,448000.0,1.3
2024-02-07,Local Bakery,bánh cupcake,53000.0,1.3
2024-02-07,Local Bakery,bánh mì sandwich,60000.0,1.3
2024-02-07,Local Bakery,bánh croissant,31000.0,1.3
2024-02-07,Local Bakery,bánh donut,29000.0,1.3
2024-02-08,ABC Bakery,bánh sinh nhật,474000.0,1.3
2024-02-08,ABC Bakery,bánh cupcake,45000.0,1.3
2024-02-08,ABC Bakery,bánh mì sandwich,60000.0,1.3
2024-02-08,ABC Bakery,bánh croissant,37000.0,1.3
2024-02-08,ABC Bakery,bánh donut,27000.0,1.3
2024-02-08,Paris Baguette,bánh sinh nhật,382000.0,1.3
2024-02-08,Paris Baguette,bánh cupcake,46000.0,1.3
2024-02-08,Paris Baguette,bánh mì sandwich,63000.0,1.3
2024-02-08,Paris Baguette,bánh croissant,31000.0,1.3
2024-02-08,Paris Baguette,bánh donut,27000.0,1.3
2024-02-08,Local Bakery,bánh sinh nhật,423000.0,1.3
2024-02-08,Local Bakery,bánh cupcake,48000.0,1.3
2024-02-08,Local Bakery,bánh mì sandwich,58000.0,1.3
2024-02-08,Local Bakery,bánh croissant,27000.0,1.3
2024-02-08,Local Bakery,bánh donut,28000.0,1.3
2024-02-09,ABC Bakery,bánh sinh nhật,496000.0,1.3
2024-02-09,ABC Bakery,bánh cupcake,40000.0,1.3
2024-02-09,ABC Bakery,bánh mì sandwich,55000.0,1.3
2024-02-09,ABC Bakery,bánh croissant,31000.0,1.3
2024-02-09,ABC Bakery,bánh donut,28000.0,1.3
2024-02-09,Paris Baguette,bánh sinh nhật,356000.0,1.3
2024-02-09,Paris Baguette,bánh cupcake,52000.0,1.3
2024-02-09,Paris Baguette,bánh mì sandwich,57000.0,1.3
2024-02-09,Paris Baguette,bánh croissant,31000.0,1.3
2024-02-09,Paris Baguette,bánh donut,30000.0,1.3
2024-02-09,Local Bakery,bánh sinh nhật,540000.0,1.3
2024-02-09,Local Bakery,bánh cupcake,47000.0,1.3
2024-02-09,Local Bakery,bánh mì sandwich,56000.0,1.3
2024-02-09,Local Bakery,bánh croissant,31000.0,1.3
2024-02-09,Local Bakery,bánh donut,32000.0,1.3
2024-02-10,ABC Bakery,bánh sinh nhật,494000.0,1.3
2024-02-10,ABC Bakery,bánh cupcake,54000.0,1.3
2024-02-10,ABC Bakery,bánh mì sandwich,56000.0,1.3
2024-02-10,ABC Bakery,bánh croissant,32000.0,1.3
2024-02-10,ABC Bakery,bánh donut,22000.0,1.3
2024-02-10,Paris Baguette,bánh sinh nhật,493000.0,1.3
2024-02-10,Paris Baguette,bánh cupcake,52000.0,1.3
2024-02-10,Paris Baguette,bánh mì sandwich,53000.0,1.3
2024-02-10,Paris Baguette,bánh croissant,34000.0,1.3
2024-02-10,Paris Baguette,bánh donut,27000.0,1.3
2024-02-10,Local Bakery,bánh sinh nhật,448000.0,1.3
2024-02-10,Local Bakery,bánh cupcake,47000.0,1.3
2024-02-10,Local Bakery,bánh mì sandwich,54000.0,1.3
2024-02-10,Local Bakery,bánh croissant,30000.0,1.3
2024-02-10,Local Bakery,bánh donut,25000.0,1.3
2024-02-11,ABC Bakery,bánh sinh nhật,267000.0,1.3
2024-02-11,ABC Bakery,bánh cupcake,44000.0,1.3
2024-02-11,ABC Bakery,bánh mì sandwich,57000.0,1.3
2024-02-11,ABC Bakery,bánh croissant,32000.0,1.3
2024-02-11,ABC Bakery,bánh donut,26000.0,1.3
2024-02-11,Paris Baguette,bánh sinh nhật,419000.0,1.3
2024-02-11,Paris Baguette,bánh cupcake,49000.0,1.3
2024-02-11,Paris Baguette,bánh mì sandwich,60000.0,1.3
2024-02-11,Paris Baguette,bánh croissant,36000.0,1.3
2024-02-11,Paris Baguette,bánh donut,27000.0,1.3
2024-02-11,Local Bakery,bánh sinh nhật,511000.0,1.3
2024-02-11,Local Bakery,bánh cupcake,51000.0,1.3
2024-02-11,Local Bakery,bánh mì sandwich,57000.0,1.3
2024-02-11,Local Bakery,bánh croissant,27000.0,1.3
2024-02-11,Local Bakery,bánh donut,24000.0,1.3
2024-02-12,ABC Bakery,bánh sinh nhật,453000.0,1.3
2024-02-12,ABC Bakery,bánh cupcake,45000.0,1.3
2024-02-12,ABC Bakery,bánh mì sandwich,53000.0,1.3
2024-02-12,ABC Bakery,bánh croissant,32000.0,1.3
2024-02-12,ABC Bakery,bánh donut,29000.0,1.3
2024-02-12,Paris Baguette,bánh sinh nhật,355000.0,1.3
