date,ecommerce_total_revenue,ecommerce_avg_price,ecommerce_total_volume,ecommerce_seller_count,ecommerce_market_competition,ecommerce_price_trend,ecommerce_market_heat,online_vs_offline_ratio,delivery_demand_score
2024-10-13,302299582704,157916.66666666666,2036125,170,0.64,stable,hot,0.36,73
2024-10-14,286034888281,157742.42424242425,1822249,170,0.78,stable,hot,0.3,86
2024-10-15,286034888281,157742.42424242425,1822249,170,0.75,stable,hot,0.22,94
2024-10-16,286034888281,157742.42424242425,1822249,170,0.71,stable,hot,0.34,77
2024-10-17,286034888281,157742.42424242425,1822249,170,0.62,stable,hot,0.33,72
2024-10-18,286034888281,157742.42424242425,1822249,170,0.8,stable,hot,0.31,93
2024-10-19,286034888281,157742.42424242425,1822249,170,0.84,stable,hot,0.24,93
2024-10-20,286034888281,157742.42424242425,1822249,170,0.7,stable,hot,0.33,86
2024-10-21,271180966362,157900.0,1672802,170,0.86,stable,hot,0.37,90
2024-10-22,271180966362,157900.0,1672802,170,0.89,stable,hot,0.21,76
2024-10-23,271180966362,157900.0,1672802,170,0.8,stable,hot,0.26,81
2024-10-24,271180966362,157900.0,1672802,170,0.68,stable,hot,0.25,71
2024-10-25,271180966362,157900.0,1672802,170,0.78,stable,hot,0.4,95
2024-10-26,271180966362,157900.0,1672802,170,0.73,stable,hot,0.31,76
2024-10-27,271180966362,157900.0,1672802,170,0.78,stable,hot,0.39,69
2024-10-28,254232249863,157851.85185185185,1507103,170,0.74,stable,hot,0.32,67
2024-10-29,254232249863,157851.85185185185,1507103,170,0.88,stable,hot,0.32,89
2024-10-30,254232249863,157851.85185185185,1507103,170,0.78,stable,hot,0.26,64
2024-10-31,254232249863,157851.85185185185,1507103,170,0.74,stable,hot,0.26,93
2024-11-01,254232249863,157851.85185185185,1507103,170,0.72,stable,hot,0.23,91
2024-11-02,254232249863,157851.85185185185,1507103,170,0.64,stable,hot,0.23,88
2024-11-03,254232249863,157851.85185185185,1507103,170,0.73,stable,hot,0.27,69
2024-11-04,231853437966,158145.83333333334,1357007,172,0.73,stable,hot,0.3,76
2024-11-05,231853437966,158145.83333333334,1357007,172,0.79,stable,hot,0.35,74
2024-11-06,231853437966,158145.83333333334,1357007,172,0.62,stable,hot,0.36,63
2024-11-07,231853437966,158145.83333333334,1357007,172,0.67,stable,hot,0.29,78
2024-11-08,231853437966,158145.83333333334,1357007,172,0.65,stable,hot,0.3,79
2024-11-09,231853437966,158145.83333333334,1357007,172,0.76,stable,hot,0.37,70
2024-11-10,231853437966,158145.83333333334,1357007,172,0.87,stable,hot,0.22,86
2024-11-11,212394359610,159190.47619047618,1216643,173,0.86,stable,hot,0.38,75
2024-11-12,212394359610,159190.47619047618,1216643,173,0.69,stable,hot,0.24,85
2024-11-13,212394359610,159190.47619047618,1216643,173,0.66,stable,hot,0.4,86
2024-11-14,212394359610,159190.47619047618,1216643,173,0.67,stable,hot,0.34,72
2024-11-15,212394359610,159190.47619047618,1216643,173,0.69,stable,hot,0.38,91
2024-11-16,212394359610,159190.47619047618,1216643,173,0.62,stable,hot,0.38,64
2024-11-17,212394359610,159190.47619047618,1216643,173,0.74,stable,hot,0.34,78
2024-11-18,175204500761,159472.22222222222,1019026,174,0.79,stable,hot,0.23,71
2024-11-19,175204500761,159472.22222222222,1019026,174,0.78,stable,hot,0.27,71
2024-11-20,175204500761,159472.22222222222,1019026,174,0.87,stable,hot,0.33,67
2024-11-21,175204500761,159472.22222222222,1019026,174,0.64,stable,hot,0.21,81
2024-11-22,175204500761,159472.22222222222,1019026,174,0.71,stable,hot,0.29,92
2024-11-23,175204500761,159472.22222222222,1019026,174,0.81,stable,hot,0.24,76
2024-11-24,175204500761,159472.22222222222,1019026,174,0.72,stable,hot,0.34,68
2024-11-25,142957928662,159300.0,869605,174,0.71,stable,hot,0.26,81
2024-11-26,142957928662,159300.0,869605,174,0.85,stable,hot,0.22,83
2024-11-27,142957928662,159300.0,869605,174,0.85,stable,hot,0.22,78
2024-11-28,142957928662,159300.0,869605,174,0.86,stable,hot,0.35,64
2024-11-29,142957928662,159300.0,869605,174,0.83,stable,hot,0.23,72
2024-11-30,142957928662,159300.0,869605,174,0.65,stable,hot,0.39,90
2024-12-01,142957928662,159300.0,869605,174,0.65,stable,hot,0.21,66
2024-12-02,106066752015,159125.0,646366,175,0.71,stable,hot,0.4,66
2024-12-03,106066752015,159125.0,646366,175,0.85,stable,hot,0.33,81
2024-12-04,106066752015,159125.0,646366,175,0.74,stable,hot,0.23,93
2024-12-05,106066752015,159125.0,646366,175,0.81,stable,hot,0.31,70
2024-12-06,106066752015,159125.0,646366,175,0.75,stable,hot,0.28,78
2024-12-07,106066752015,159125.0,646366,175,0.74,stable,hot,0.32,85
2024-12-08,106066752015,159125.0,646366,175,0.74,stable,hot,0.23,77
2024-12-09,77910015617,160055.55555555556,498902,176,0.6,stable,hot,0.37,63
2024-12-10,77910015617,160055.55555555556,498902,176,0.88,stable,hot,0.27,67
2024-12-11,77910015617,160055.55555555556,498902,176,0.72,stable,hot,0.26,80
2024-12-12,77910015617,160055.55555555556,498902,176,0.71,stable,hot,0.37,66
2024-12-13,77910015617,160055.55555555556,498902,176,0.84,stable,hot,0.31,66
2024-12-14,77910015617,160055.55555555556,498902,176,0.82,stable,hot,0.37,66
2024-12-15,77910015617,160055.55555555556,498902,176,0.74,stable,hot,0.35,64
2024-12-16,50091143271,160750.0,324779,173,0.64,stable,hot,0.24,74
2024-12-17,50091143271,160750.0,324779,173,0.61,stable,hot,0.35,84
2024-12-18,50091143271,160750.0,324779,173,0.79,stable,hot,0.25,84
2024-12-19,50091143271,160750.0,324779,173,0.73,stable,hot,0.35,92
2024-12-20,50091143271,160750.0,324779,173,0.72,stable,hot,0.31,82
2024-12-21,50091143271,160750.0,324779,173,0.78,stable,hot,0.24,64
2024-12-22,50091143271,160750.0,324779,173,0.65,stable,hot,0.29,93
2024-12-23,31115724385,160500.0,193413,202,0.73,stable,hot,0.39,95
2024-12-24,31115724385,160500.0,193413,202,0.73,stable,hot,0.3,61
2024-12-25,31115724385,160500.0,193413,202,0.72,stable,hot,0.39,91
2024-12-26,31115724385,160500.0,193413,202,0.69,stable,hot,0.35,61
2024-12-27,31115724385,160500.0,193413,202,0.61,stable,hot,0.3,60
2024-12-28,31115724385,160500.0,193413,202,0.62,stable,hot,0.37,65
2024-12-29,31115724385,160500.0,193413,202,0.77,stable,hot,0.29,81
2024-12-30,4615348,164790.0,4297,386,0.68,stable,normal,0.33,73
2024-12-31,4716407,145496.0,3918,371,0.73,stable,normal,0.34,90
