date,google_banh_sinh_nhat,google_banh_mi,google_tiem_banh,social_engagement_score,facebook_reach_index,instagram_hashtag_volume,tiktok_video_count,youtube_view_trend,ecommerce_search_volume,online_bakery_competition,delivery_trend_score,overall_digital_interest,trend_momentum,seasonal_digital_boost,month,adjusted_digital_interest
2024-05-14,25,85,24,62,93,322,29,27706,3852,44,82,821.2,1.01924702771728,1.0,5,821.2
2024-05-15,92,36,68,81,88,559,403,2342,4937,29,80,1045.2,1.1468893476967517,1.0,5,1045.2
2024-05-16,30,44,35,90,56,592,20,37812,3052,50,91,661.4,0.89883841057808,1.0,5,661.4
2024-05-17,58,32,64,60,83,962,342,12287,3103,84,80,666.6,0.8546218133469476,1.0,5,666.6
2024-05-18,26,35,22,86,89,598,12,17728,2981,76,66,638.8,1.0423142195885284,1.0,5,638.8
2024-05-19,75,73,76,92,79,652,347,3597,4905,34,72,1043.4,1.1251805231403422,1.0,5,1043.4
2024-05-20,58,72,26,90,80,144,170,44375,3027,29,86,666.6,0.8059208957269325,1.0,5,666.6
2024-05-21,21,48,47,97,59,998,330,34219,504,39,68,147.6,0.9825979380952594,1.0,5,147.6
2024-05-22,77,51,40,45,89,150,458,19225,3803,57,99,815.0,1.1655017570950976,1.0,5,815.0
2024-05-23,60,64,66,97,73,334,253,24646,2222,53,83,505.2,0.9347643494685389,1.0,5,505.2
2024-05-24,77,34,55,55,67,779,387,45326,2444,44,86,539.2,1.1703657729192145,1.0,5,539.2
2024-05-25,23,63,64,46,54,193,231,20187,2973,91,66,634.2,0.9891575880223328,1.0,5,634.2
2024-05-26,22,34,45,47,53,859,83,23655,4389,42,82,914.8,1.0887295329376054,1.0,5,914.8
2024-05-27,28,73,28,81,67,692,486,37418,2098,69,72,470.4,0.9609377246864841,1.0,5,470.4
2024-05-28,95,49,37,84,50,775,183,23066,4364,91,66,931.6,0.8878771588651861,1.0,5,931.6
2024-05-29,30,47,34,62,72,324,410,44151,631,36,72,168.4,1.1031828872243796,1.0,5,168.4
2024-05-30,39,79,74,81,98,229,165,32466,2378,78,85,532.4,1.1315745986440515,1.0,5,532.4
2024-05-31,31,53,34,94,97,583,214,20307,3313,56,83,714.8,1.146817596788642,1.0,5,714.8
2024-06-01,94,81,33,78,54,599,171,43564,984,54,81,263.6,1.1611673181073705,0.9,6,237.24000000000004
2024-06-02,97,74,72,58,95,213,309,6409,2381,82,92,540.4,0.9384122819779135,0.9,6,486.36
2024-06-03,34,72,57,44,52,156,210,5173,804,53,65,203.8,0.8359469046823659,0.9,6,183.42000000000002
2024-06-04,59,37,53,93,76,449,44,18128,518,58,80,157.4,1.1416601173958165,0.9,6,141.66
2024-06-05,22,73,58,51,57,425,136,4362,4297,51,62,901.0,1.1897737907763364,0.9,6,810.9
2024-06-06,79,40,31,47,87,216,442,32734,1456,62,71,338.6,1.1597474398464813,0.9,6,304.74
2024-06-07,34,77,27,45,81,817,102,6455,1706,92,85,389.4,0.9910940642345338,0.9,6,350.46
2024-06-08,38,66,78,89,89,906,19,22756,4420,37,71,936.8,0.9226165160902806,0.9,6,843.12
2024-06-09,96,81,40,47,84,146,339,10978,3995,77,79,859.6,0.9310571381919657,0.9,6,773.64
2024-06-10,59,66,21,88,83,637,207,6654,2822,65,71,621.2,0.8123049244913216,0.9,6,559.08
2024-06-11,71,45,67,97,98,732,120,48237,3564,88,66,768.6,1.1893126984911575,0.9,6,691.74
2024-06-12,45,59,47,93,63,507,444,1220,4520,48,89,961.2,1.1883911873001582,0.9,6,865.08
2024-06-13,47,77,26,65,87,917,347,5024,4672,29,69,986.0,1.0483986989696112,0.9,6,887.4
2024-06-14,80,77,19,78,62,571,13,19042,2759,85,92,617.2,1.1745863147639466,0.9,6,555.48
2024-06-15,29,31,79,81,60,338,306,20647,2762,65,71,594.8,1.1923219926018218,0.9,6,535.3199999999999
2024-06-16,87,42,79,95,70,662,397,15442,3380,57,68,734.4,1.196975985834508,0.9,6,660.96
2024-06-17,65,41,58,40,70,565,153,10169,1605,89,89,368.0,1.1849324987984349,0.9,6,331.2
2024-06-18,41,71,37,41,63,207,359,9956,3155,65,69,675.4,1.1382670143275289,0.9,6,607.86
2024-06-19,87,88,28,46,78,830,106,17696,4941,83,67,1045.8,1.1174690589770429,0.9,6,941.22
2024-06-20,63,44,61,55,77,442,95,45787,2472,67,67,540.2,0.9182400935843518,0.9,6,486.18000000000006
2024-06-21,49,74,34,68,80,631,497,1783,1843,74,65,419.8,1.0335231223570431,0.9,6,377.82
2024-06-22,39,80,73,98,71,709,256,3839,2890,84,87,638.8,0.9756303684735772,0.9,6,574.92
2024-06-23,46,31,40,84,50,337,39,15018,1460,79,65,337.2,0.8837933597659318,0.9,6,303.48
2024-06-24,72,56,76,57,78,612,188,32217,1408,80,78,334.2,1.0935268465030965,0.9,6,300.78
2024-06-25,75,52,61,40,87,356,231,10960,2842,41,69,615.6,1.1007548311835427,0.9,6,554.0400000000001
2024-06-26,89,85,59,68,63,122,46,31144,4169,32,88,899.8,1.0951561267065837,0.9,6,809.8199999999999
2024-06-27,88,49,63,41,72,404,369,18238,1405,31,72,331.0,1.0677269170632187,0.9,6,297.90000000000003
2024-06-28,89,81,79,86,85,598,465,20748,4451,31,60,953.4,0.9257211031178438,0.9,6,858.06
2024-06-29,51,68,67,80,54,572,135,3557,3511,29,69,755.8,0.9576762639293362,0.9,6,680.22
2024-06-30,99,75,69,74,93,799,271,16821,4377,72,69,938.8,1.1372704638534117,0.9,6,844.92
2024-07-01,60,43,22,59,65,984,317,21466,4841,22,94,1019.4,0.9339342198431656,0.9,7,917.46
2024-07-02,78,63,51,47,62,407,264,42161,2800,68,97,617.0,1.0758143043494863,0.9,7,555.3000000000001
2024-07-03,75,78,58,96,79,200,424,21585,4802,36,96,1029.4,0.9531612556959197,0.9,7,926.4600000000002
2024-07-04,76,82,45,95,90,300,177,40834,2643,50,88,596.8,1.15188461593488,0.9,7,537.12
2024-07-05,40,76,26,51,51,560,122,3958,3301,63,86,710.8,0.8064885005808096,0.9,7,639.72
2024-07-06,59,63,41,63,88,422,82,8595,1636,89,70,378.2,1.0120443539772541,0.9,7,340.38
2024-07-07,50,62,62,69,79,715,267,45653,1536,45,68,357.0,0.9591247284515688,0.9,7,321.3
2024-07-08,33,52,45,98,78,712,90,2274,733,69,77,198.6,1.1240178860949879,0.9,7,178.74
2024-07-09,99,55,69,73,77,146,452,38829,807,65,72,221.2,1.0012718885187166,0.9,7,199.07999999999998
2024-07-10,89,76,55,44,73,139,41,37819,625,85,89,184.6,0.9906662642596183,0.9,7,166.14
2024-07-11,59,48,29,91,85,928,367,34100,1313,54,99,322.0,1.144637277406202,0.9,7,289.8
2024-07-12,73,71,63,40,93,950,313,9927,1278,50,75,307.4,0.8738868129915295,0.9,7,276.65999999999997
2024-07-13,94,59,17,96,85,325,204,34219,4638,99,94,996.2,0.903308709380728,0.9,7,896.58
2024-07-14,48,56,22,99,59,358,246,6188,4426,65,76,941.0,0.9745747507702633,0.9,7,846.9
2024-07-15,47,36,39,95,91,724,400,19148,4202,31,78,891.6,0.8348502707858486,0.9,7,802.44
2024-07-16,99,61,55,71,51,149,271,15284,1425,21,68,344.8,0.824989994013054,0.9,7,310.32
2024-07-17,40,61,21,99,85,997,216,25442,3738,64,65,800.6,0.9070331305075657,0.9,7,720.5400000000001
2024-07-18,50,67,75,81,72,428,352,24903,933,93,77,241.6,0.9931492232740131,0.9,7,217.44
2024-07-19,34,48,41,98,59,441,498,20547,2074,38,80,466.8,1.0796086812971708,0.9,7,420.12
2024-07-20,81,54,35,59,87,841,310,41265,4916,22,63,1034.6,1.1808461370928403,0.9,7,931.14
2024-07-21,41,40,47,60,60,130,149,7552,4615,53,78,966.8,0.8266498534088269,0.9,7,870.12
2024-07-22,20,48,70,48,85,572,267,26039,2745,33,61,584.4,0.8691933063580098,0.9,7,525.96
2024-07-23,86,77,74,47,92,618,125,13177,2674,32,80,592.8,0.9213993079846414,0.9,7,533.52
2024-07-24,95,67,55,72,88,188,113,38245,1358,65,81,334.6,1.0853423669729274,0.9,7,301.14000000000004
2024-07-25,66,34,76,44,57,168,495,14058,4713,24,68,985.0,0.9750286315288937,0.9,7,886.5
2024-07-26,53,46,36,87,62,403,98,42749,4407,33,86,935.8,0.809886766680743,0.9,7,842.22
2024-07-27,20,31,58,74,96,390,338,11165,3783,70,88,799.2,0.9063950077136316,0.9,7,719.2800000000001
2024-07-28,99,63,51,94,77,725,327,42841,2313,67,67,527.2,0.993823442348293,0.9,7,474.4800000000001
2024-07-29,76,67,76,58,86,839,428,5690,2632,35,70,580.6,1.1048556063369868,0.9,7,522.5400000000001
2024-07-30,53,62,56,47,71,569,168,47211,1655,68,91,381.6,1.0475301768553686,0.9,7,343.44000000000005
2024-07-31,41,46,34,48,98,284,304,1501,587,38,78,160.0,1.1474040232021405,0.9,7,144.0
2024-08-01,65,46,40,94,63,449,184,6500,2042,52,68,463.0,1.1407068605182666,0.95,8,439.84999999999997
2024-08-02,91,51,74,92,61,879,99,18509,2948,78,92,654.8,1.1377266583716454,0.95,8,622.06
2024-08-03,70,88,76,95,71,551,138,33203,4697,45,86,1007.2,1.0772561817876456,0.95,8,956.84
2024-08-04,57,72,38,69,82,452,383,42031,2076,90,77,470.2,1.0030695202534832,0.95,8,446.68999999999994
2024-08-05,56,89,19,54,99,962,94,3208,3563,57,82,768.8,0.8825546441489067,0.95,8,730.3599999999999
2024-08-06,24,50,29,65,82,966,307,33362,2559,94,96,558.8,0.9551712578794664,0.95,8,530.8599999999999
2024-08-07,87,89,22,62,94,418,494,2663,3171,77,67,695.2,1.1108199509789807,0.95,8,660.44
2024-08-08,27,79,47,99,98,418,94,36325,4772,24,89,1013.2,1.1149517945919807,0.95,8,962.54
2024-08-09,55,69,67,76,98,423,273,28483,712,93,83,199.0,1.175737435578944,0.95,8,189.04999999999998
2024-08-10,93,34,25,73,97,685,147,27926,3588,56,71,771.8,1.1532661245416833,0.95,8,733.2099999999999
2024-08-11,20,43,24,68,96,373,156,3041,3494,44,72,739.4,1.1986574467541817,0.95,8,702.43
2024-08-12,96,83,54,78,57,209,91,1708,1775,69,70,420.4,1.060965438179402,0.95,8,399.37999999999994
2024-08-13,49,42,59,70,98,453,25,32507,4438,91,90,937.8,0.8961700068945485,0.95,8,890.91
2024-08-14,49,42,19,77,64,107,148,28810,2137,88,70,475.0,1.1189531760633367,0.95,8,451.25
2024-08-15,91,32,66,91,87,548,218,49282,4396,54,79,937.8,1.0398269117583745,0.95,8,890.91
2024-08-16,65,55,31,47,84,500,30,41638,2535,65,60,552.4,0.8934320150956112,0.95,8,524.78
2024-08-17,46,54,25,82,88,608,325,17651,3729,21,84,799.0,0.8685432400293156,0.95,8,759.05
2024-08-18,51,56,29,95,76,670,69,1842,3656,61,61,783.8,0.8018693483647038,0.95,8,744.6099999999999
2024-08-19,44,38,21,59,73,492,223,9609,4172,84,89,880.4,1.1168920873533972,0.95,8,836.38
2024-08-20,84,30,24,79,62,834,409,13053,4171,64,60,884.8,0.9678521895746335,0.95,8,840.56
2024-08-21,56,71,41,41,70,159,416,25040,3046,68,80,658.8,1.1199704398054968,0.95,8,625.8599999999999
2024-08-22,97,48,36,99,99,988,457,40279,3554,24,80,775.6,1.073884425068529,0.95,8,736.8199999999999
2024-08-23,71,43,41,72,82,648,58,21869,1817,32,84,417.4,1.1938076745596375,0.95,8,396.53
2024-08-24,48,66,44,72,70,725,211,12583,2860,93,79,625.0,1.0453947678952582,0.95,8,593.75
2024-08-25,44,75,41,95,89,727,281,36007,1735,34,89,407.6,1.035975522048079,0.95,8,387.22
2024-08-26,55,61,78,84,94,915,16,38222,1876,70,98,434.8,0.9932793536864291,0.95,8,413.06
2024-08-27,25,64,56,90,82,570,435,7793,2024,62,65,453.6,0.9823763005657485,0.95,8,430.92
2024-08-28,90,82,31,96,76,186,345,4891,2087,34,70,485.0,1.0135806104205614,0.95,8,460.75
2024-08-29,91,48,26,49,87,203,446,48809,2598,99,85,574.2,1.0235546015942447,0.95,8,545.49
2024-08-30,73,57,26,89,73,815,425,49981,2324,28,95,527.6,1.0888167862042621,0.95,8,501.21999999999997
2024-08-31,88,68,27,57,76,436,375,16598,4243,21,73,905.8,0.8532675377334102,0.95,8,860.5099999999999
2024-09-01,47,34,20,70,72,620,173,5490,4437,97,97,937.0,1.1331462396414091,1.3,9,1218.1000000000001
2024-09-02,74,36,61,86,99,807,273,30834,1790,33,94,416.0,1.0342523273902027,1.3,9,540.8000000000001
2024-09-03,38,83,25,61,86,148,478,4492,2320,83,78,516.0,1.1966258495400932,1.3,9,670.8000000000001
2024-09-04,91,73,54,56,89,938,80,30256,1971,96,90,456.2,1.0020841020231193,1.3,9,593.0600000000001
2024-09-05,23,71,74,51,61,649,54,20337,547,37,75,153.4,1.146005144709991,1.3,9,199.42000000000002
2024-09-06,80,81,35,89,52,682,308,3064,3810,45,63,824.6,1.1708094908257578,1.3,9,1071.98
2024-09-07,25,86,36,85,75,973,24,41205,4939,54,81,1043.2,0.8202480207780531,1.3,9,1356.16
2024-09-08,87,67,64,70,74,279,357,11979,1324,83,74,324.4,0.8514557720728733,1.3,9,421.71999999999997
2024-09-09,93,36,19,49,85,267,41,33763,1078,91,62,263.6,0.8811041281317622,1.3,9,342.68000000000006
2024-09-10,43,32,51,94,73,571,256,16221,1261,86,97,305.4,1.1965051092936154,1.3,9,397.02
2024-09-11,34,64,34,85,51,190,168,39895,853,80,92,225.6,0.8608716830442059,1.3,9,293.28000000000003
2024-09-12,52,71,60,60,84,728,81,20053,3273,95,80,707.2,1.1997099453224938,1.3,9,919.3600000000001
2024-09-13,77,30,24,70,53,119,386,2775,2058,86,60,459.0,0.9102044414719632,1.3,9,596.7
2024-09-14,31,85,66,47,54,968,243,8303,1641,75,73,375.4,1.1514151446438026,1.3,9,488.02
2024-09-15,66,73,77,80,55,750,55,12878,2275,98,69,512.6,1.1610845855942127,1.3,9,666.3800000000001
2024-09-16,85,68,74,81,60,999,101,48576,2370,91,66,534.0,0.948398116351342,1.3,9,694.2
2024-09-17,23,47,72,48,62,841,252,4261,3740,34,83,788.2,0.843027318780465,1.3,9,1024.66
2024-09-18,94,38,39,45,68,582,337,33142,4047,56,99,864.6,1.0217903594467754,1.3,9,1123.98
2024-09-19,69,68,21,43,71,214,208,16588,660,22,92,186.4,0.9384849078427489,1.3,9,242.32000000000002
2024-09-20,31,70,45,90,55,896,381,39708,3147,79,98,687.2,0.9612169383089567,1.3,9,893.3600000000001
2024-09-21,87,31,57,93,61,831,331,18267,1561,27,67,367.8,1.1589957565471714,1.3,9,478.14000000000004
2024-09-22,50,69,25,69,96,873,458,31288,4046,92,67,860.2,0.9753399019124633,1.3,9,1118.26
2024-09-23,68,37,26,81,90,412,343,30182,4002,97,72,852.0,1.0420237962567143,1.3,9,1107.6000000000001
2024-09-24,76,63,25,51,72,791,249,3646,3189,99,99,695.6,0.9908973133498025,1.3,9,904.2800000000001
2024-09-25,23,75,51,42,80,912,303,12249,1473,60,98,342.2,0.8463766308212493,1.3,9,444.86
2024-09-26,56,71,51,85,67,457,369,26450,1880,32,94,437.2,1.1776004232533879,1.3,9,568.36
2024-09-27,74,77,32,91,56,971,303,46120,3543,37,67,770.4,0.8514852307457814,1.3,9,1001.52
2024-09-28,42,34,63,87,77,585,66,38367,656,64,99,183.6,1.0965585062395502,1.3,9,238.68
2024-09-29,72,54,66,52,52,237,365,12047,1353,53,95,325.2,0.9216034642486823,1.3,9,422.76
2024-09-30,80,68,66,98,79,606,27,6021,910,94,80,247.2,1.1256302156535463,1.3,9,321.36
2024-10-01,86,79,58,89,51,375,80,18127,2107,40,71,486.4,0.830336728371398,1.1,10,535.04
2024-10-02,76,89,74,42,63,335,172,24989,1029,24,75,262.2,1.1465280056469267,1.1,10,288.42
2024-10-03,53,79,19,65,61,232,257,46574,3693,71,89,795.8,1.1675989828409215,1.1,10,875.38
2024-10-04,62,50,24,41,83,820,67,22092,1265,95,85,300.6,0.9863846552533065,1.1,10,330.66
2024-10-05,21,51,17,93,85,846,148,27919,2939,29,62,633.2,1.101206812383086,1.1,10,696.5200000000001
2024-10-06,49,80,45,54,70,724,241,25961,3803,86,82,813.6,0.8917437323676958,1.1,10,894.9600000000002
2024-10-07,42,59,36,49,57,933,76,46452,4279,28,80,901.8,0.8128193771211716,1.1,10,991.98
2024-10-08,46,55,50,90,61,808,87,8198,3000,60,69,652.0,0.8824616075693912,1.1,10,717.2
2024-10-09,45,83,45,44,78,773,335,33102,813,21,75,212.0,1.1334757105626736,1.1,10,233.20000000000002
2024-10-10,49,88,31,50,92,210,31,44893,1864,62,82,426.6,0.969624748505536,1.1,10,469.26000000000005
2024-10-11,29,78,21,47,51,665,235,5629,4972,99,89,1043.0,1.0077353308559376,1.1,10,1147.3000000000002
2024-10-12,43,43,29,40,94,299,228,16163,2489,20,90,541.0,1.0494307534925424,1.1,10,595.1
2024-10-13,78,41,63,99,92,675,38,2201,937,32,99,250.8,1.1410455612127712,1.1,10,275.88000000000005
2024-10-14,67,70,29,79,61,359,23,33570,4752,39,76,1008.8,1.0966709207081187,1.1,10,1109.68
2024-10-15,52,30,46,44,95,810,11,43475,4736,82,70,986.4,0.8247571476123797,1.1,10,1085.04
2024-10-16,82,34,62,92,61,841,183,18110,1656,59,68,386.4,1.085648531067408,1.1,10,425.04
2024-10-17,54,60,18,68,74,332,439,30797,1414,78,89,337.0,1.0261164162205971,1.1,10,370.70000000000005
2024-10-18,32,54,66,85,54,494,188,42402,2359,34,82,522.4,0.9863315819051719,1.1,10,574.64
2024-10-19,48,77,44,42,50,435,433,30265,4632,95,70,973.8,0.9857757742395785,1.1,10,1071.18
2024-10-20,43,79,30,53,76,134,374,6771,3552,53,81,761.6,1.1452153649714427,1.1,10,837.7600000000001
2024-10-21,29,73,78,60,70,176,321,10227,1453,91,92,341.4,0.9761894438932601,1.1,10,375.54
2024-10-22,57,80,17,79,50,771,479,41060,1495,80,81,358.4,0.8974411708165437,1.1,10,394.24
2024-10-23,37,80,47,40,54,559,430,34979,2140,25,99,479.2,1.0767459770534547,1.1,10,527.12
2024-10-24,60,64,51,64,50,427,21,27513,1505,30,83,355.2,1.0857134280759666,1.1,10,390.72
2024-10-25,68,80,61,52,84,357,278,28706,1127,73,74,280.2,1.1906491506718506,1.1,10,308.22
2024-10-26,58,45,34,66,79,989,216,46113,4059,34,91,863.8,1.0835550986203084,1.1,10,950.1800000000001
2024-10-27,43,66,73,56,75,249,401,16390,1282,99,70,303.4,0.8133188619508961,1.1,10,333.74
2024-10-28,65,57,22,50,93,724,484,3314,1598,73,79,369.8,1.1171742722181244,1.1,10,406.78000000000003
2024-10-29,39,49,35,66,52,517,69,42373,3896,65,96,829.2,0.8591429181275796,1.1,10,912.1200000000001
2024-10-30,39,59,58,98,83,264,268,19209,1844,91,86,425.2,1.1590547770329254,1.1,10,467.72
2024-10-31,38,59,71,46,96,843,463,44658,517,91,62,144.4,0.8547193441396543,1.1,10,158.84000000000003
2024-11-01,60,32,30,85,85,269,277,3212,2119,83,65,472.2,1.058669850414288,1.2,11,566.64
2024-11-02,89,34,59,77,74,489,483,36408,4473,73,61,946.8,0.8883564326909122,1.2,11,1136.1599999999999
2024-11-03,74,57,50,66,50,500,152,34566,4599,66,89,977.0,0.8674621486586834,1.2,11,1172.3999999999999
2024-11-04,76,61,45,79,67,613,377,9091,4143,21,73,886.4,0.8005198667045672,1.2,11,1063.6799999999998
2024-11-05,87,49,25,84,76,183,261,30696,1067,39,71,271.6,1.0562428729758544,1.2,11,325.92
2024-11-06,81,35,43,52,88,310,116,27689,836,71,85,217.8,0.8295526036818565,1.2,11,261.36
2024-11-07,68,72,39,97,68,753,307,2317,2228,38,77,508.4,1.1756845624133128,1.2,11,610.0799999999999
2024-11-08,66,32,25,57,84,401,349,21481,3587,20,84,765.2,1.1193561436909223,1.2,11,918.24
2024-11-09,77,57,77,71,65,633,419,3988,3546,70,99,770.0,1.0804604452227875,1.2,11,924.0
2024-11-10,72,56,32,50,58,675,183,15274,827,80,95,220.0,0.8254880565791789,1.2,11,264.0
2024-11-11,24,40,55,66,70,603,16,34052,1051,65,91,254.4,1.0859161420467571,1.2,11,305.28
2024-11-12,20,78,41,68,63,456,103,31579,2154,86,80,480.0,1.1403463911380025,1.2,11,576.0
2024-11-13,44,83,61,68,84,262,40,14822,4745,37,62,1000.4,1.1659450037299395,1.2,11,1200.48
2024-11-14,54,59,49,63,56,186,103,16692,4665,29,89,986.0,1.1637793482370666,1.2,11,1183.2
2024-11-15,39,75,48,68,80,107,405,6214,3826,78,85,818.6,0.996555495279636,1.2,11,982.3199999999999
2024-11-16,67,77,15,72,92,498,191,43904,1279,93,71,313.2,1.1420579629089467,1.2,11,375.84
2024-11-17,42,72,55,84,70,298,367,7022,759,52,73,206.0,0.9731503254587127,1.2,11,247.2
2024-11-18,40,39,51,64,65,482,296,41517,2166,44,96,481.0,0.9216069538373902,1.2,11,577.1999999999999
2024-11-19,36,49,43,84,84,388,155,32070,3437,47,93,739.8,0.9211004573448978,1.2,11,887.7599999999999
2024-11-20,96,86,43,79,58,105,274,49487,1620,85,82,392.6,1.1091797375134078,1.2,11,471.12
2024-11-21,34,55,28,68,57,315,441,1437,3024,37,78,651.8,0.8672939594854776,1.2,11,782.16
2024-11-22,93,53,36,40,51,635,268,33345,925,75,63,234.8,0.9235429119089508,1.2,11,281.76
2024-11-23,40,57,36,60,61,832,435,7256,3091,94,94,668.4,0.8425574763854986,1.2,11,802.0799999999999
2024-11-24,62,52,19,68,94,236,485,20337,3285,36,69,707.2,0.9755335126445547,1.2,11,848.64
2024-11-25,44,56,17,58,76,578,407,34792,893,72,62,222.6,0.9847036426769383,1.2,11,267.12
2024-11-26,48,75,50,43,57,991,460,8933,1944,83,83,438.6,1.0471897094445752,1.2,11,526.32
2024-11-27,73,38,69,95,58,198,384,49362,2556,40,85,569.4,1.1789716977365954,1.2,11,683.28
2024-11-28,76,88,35,96,85,759,153,47633,2187,95,85,506.4,0.8075369856778319,1.2,11,607.68
2024-11-29,55,63,20,71,92,716,283,24734,1719,63,67,395.0,0.8372169660072771,1.2,11,474.0
2024-11-30,66,64,50,74,82,864,364,11649,832,49,87,224.6,1.0852691053799564,1.2,11,269.52
2024-12-01,69,88,23,73,96,122,204,45950,3446,25,90,753.2,0.9444427470830739,1.3,12,979.1600000000001
2024-12-02,43,48,41,63,89,318,124,17051,3918,31,67,827.8,0.8657803662767899,1.3,12,1076.1399999999999
2024-12-03,67,75,61,80,81,177,203,21472,4099,29,97,883.6,0.891508205632472,1.3,12,1148.68
2024-12-04,29,39,78,99,64,794,57,36308,1619,79,78,372.8,1.0818693404370177,1.3,12,484.64000000000004
2024-12-05,31,51,45,67,97,111,414,36755,4197,87,82,885.6,1.1528201286985837,1.3,12,1151.28
2024-12-06,44,31,20,73,71,403,297,46089,4945,21,83,1035.2,1.0163450099974254,1.3,12,1345.7600000000002
2024-12-07,89,35,15,46,65,326,374,20531,2350,59,95,523.0,1.1065061178974476,1.3,12,679.9
2024-12-08,90,57,47,71,83,848,27,15728,1177,53,93,297.6,1.145382199275128,1.3,12,386.88000000000005
2024-12-09,61,48,41,99,92,720,330,47162,2362,58,78,529.6,0.834237367637675,1.3,12,688.48
2024-12-10,74,51,15,67,93,180,363,21190,2846,74,93,626.2,0.8861696579179262,1.3,12,814.0600000000001
2024-12-11,53,76,72,62,81,364,357,38571,4382,78,68,928.2,1.0340777983234535,1.3,12,1206.66
2024-12-12,78,54,40,57,59,391,18,18034,4595,97,90,974.8,1.087038108879704,1.3,12,1267.24
2024-12-13,79,58,68,79,87,787,204,8412,4538,60,67,964.2,0.8919875902218686,1.3,12,1253.46
2024-12-14,96,63,54,41,62,729,412,47961,2062,87,85,469.4,1.0765943684179426,1.3,12,610.22
2024-12-15,34,50,64,55,89,210,175,18088,4634,61,95,973.6,1.0341317677479247,1.3,12,1265.68
2024-12-16,24,71,71,74,57,347,125,43480,1633,78,65,373.4,0.8218586961250804,1.3,12,485.41999999999996
2024-12-17,78,45,43,75,69,925,73,26930,4111,34,82,878.2,1.1166956530669854,1.3,12,1141.66
2024-12-18,30,71,19,80,67,477,53,28896,2618,66,90,577.8,1.1040894890565225,1.3,12,751.14
2024-12-19,44,81,64,73,71,838,57,49975,3823,23,84,821.0,1.1021773784601065,1.3,12,1067.3
2024-12-20,73,55,43,79,68,419,440,8794,3730,31,82,803.8,1.1695915337544975,1.3,12,1044.94
2024-12-21,75,76,20,47,57,323,495,2198,3832,60,90,824.0,1.0223867662932926,1.3,12,1071.2
2024-12-22,21,63,56,79,94,743,136,45493,4859,33,88,1022.0,0.9740560383440381,1.3,12,1328.6000000000001
2024-12-23,83,43,77,86,83,685,313,47998,2886,63,62,632.0,0.9359853661479963,1.3,12,821.6
2024-12-24,54,55,25,74,87,801,403,47127,695,56,77,191.0,0.8799003112070071,1.3,12,248.3
2024-12-25,58,75,25,45,85,500,97,6375,3947,92,79,840.8,0.9464875449379005,1.3,12,1093.04
2024-12-26,24,54,16,82,68,224,461,6927,932,21,91,236.6,1.1370121104525404,1.3,12,307.58
2024-12-27,37,70,52,59,58,662,12,2394,3189,26,65,684.0,0.9442784033837013,1.3,12,889.2
2024-12-28,91,72,53,73,71,516,39,42264,1390,29,89,343.0,1.003145908469767,1.3,12,445.90000000000003
2024-12-29,88,53,22,97,92,510,319,47838,3151,68,93,696.4,1.0294234821562034,1.3,12,905.32
2024-12-30,81,56,15,81,85,950,67,17901,3586,22,96,780.0,1.1104153661742242,1.3,12,1014.0
2024-12-31,67,75,19,78,91,480,111,12622,1873,71,95,437.6,0.8840883219197537,1.3,12,568.88
